table_name,column_name,data_type,is_nullable
census_2020_race_tract,Female: 21 years,BIGINT,YES
census_2020_race_tract,Female: 22 to 24 years,BIGINT,YES
census_2020_race_tract,Female: 25 to 29 years,BIGINT,YES
census_2020_race_tract,Female: 30 to 34 years,BIGINT,YES
census_2020_race_tract,Female: 35 to 39 years,BIGINT,YES
census_2020_race_tract,Female: 40 to 44 years,BIGINT,YES
census_2020_race_tract,Female: 45 to 49 years,BIGINT,YES
census_2020_race_tract,Female: 5 to 9 years,BIGINT,YES
census_2020_race_tract,Female: 50 to 54 years,BIGINT,YES
census_2020_race_tract,Female: 55 to 59 years,BIGINT,YES
census_2020_race_tract,Female: 60 and 61 years,BIGINT,YES
census_2020_race_tract,Female: 62 to 64 years,BIGINT,YES
census_2020_race_tract,Female: 65 and 66 years,BIGINT,YES
census_2020_race_tract,Female: 67 to 69 years,BIGINT,YES
census_2020_race_tract,Female: 70 to 74 years,BIGINT,YES
census_2020_race_tract,Female: 75 to 79 years,BIGINT,YES
census_2020_race_tract,Female: 80 to 84 years,BIGINT,YES
census_2020_race_tract,Female: 85 years and over,BIGINT,YES
census_2020_race_tract,Female: Under 5 years,BIGINT,YES
census_2020_race_tract,Functional Status Code,VARCHAR,YES
census_2020_race_tract,GIS Join Match Code,VARCHAR,YES
census_2020_race_tract,Geographic Code Identifier,BIGINT,YES
census_2020_race_tract,Geographic Record Identifier,VARCHAR,YES
census_2020_race_tract,Internal Point (Latitude),DOUBLE,YES
census_2020_race_tract,Internal Point (Longitude),DOUBLE,YES
census_2020_race_tract,Legal/Statistical Area Description Code,VARCHAR,YES
census_2020_race_tract,Male,BIGINT,YES
census_2020_race_tract,Male: 10 to 14 years,BIGINT,YES
census_2020_race_tract,Male: 15 to 17 years,BIGINT,YES
census_2020_race_tract,Male: 18 and 19 years,BIGINT,YES
census_2020_race_tract,Male: 20 years,BIGINT,YES
census_2020_race_tract,Male: 21 years,BIGINT,YES
census_2020_race_tract,Male: 22 to 24 years,BIGINT,YES
census_2020_race_tract,Male: 25 to 29 years,BIGINT,YES
census_2020_race_tract,Male: 30 to 34 years,BIGINT,YES
census_2020_race_tract,Male: 35 to 39 years,BIGINT,YES
census_2020_race_tract,Male: 40 to 44 years,BIGINT,YES
census_2020_race_tract,Male: 45 to 49 years,BIGINT,YES
census_2020_race_tract,Male: 5 to 9 years,BIGINT,YES
census_2020_race_tract,Male: 50 to 54 years,BIGINT,YES
census_2020_race_tract,Male: 55 to 59 years,BIGINT,YES
census_2020_race_tract,Male: 60 and 61 years,BIGINT,YES
census_2020_race_tract,Male: 62 to 64 years,BIGINT,YES
census_2020_race_tract,Male: 65 and 66 years,BIGINT,YES
census_2020_race_tract,Male: 67 to 69 years,BIGINT,YES
census_2020_race_tract,Male: 70 to 74 years,BIGINT,YES
census_2020_race_tract,Male: 75 to 79 years,BIGINT,YES
census_2020_race_tract,Male: 80 to 84 years,BIGINT,YES
census_2020_race_tract,Male: 85 years and over,BIGINT,YES
census_2020_race_tract,Male: Under 5 years,BIGINT,YES
census_2020_race_tract,Metropolitan Division Code,BIGINT,YES
census_2020_race_tract,Metropolitan Statistical Area/Micropolitan Statistical Area Code,BIGINT,YES
census_2020_race_tract,Metropolitan Statistical Area/Micropolitan Statistical Area Principal City Indicator,DOUBLE,YES
census_2020_race_tract,Metropolitan/Micropolitan Indicator,BIGINT,YES
census_2020_race_tract,NECTA Metropolitan/Micropolitan Indicator,DOUBLE,YES
census_2020_race_tract,Native Hawaiian and Other Pacific Islander alone,BIGINT,YES
census_2020_race_tract,New England City and Town Area Code,DOUBLE,YES
census_2020_race_tract,New England City and Town Area Division Code,DOUBLE,YES
census_2020_race_tract,New England City and Town Area Principal City Indicator,DOUBLE,YES
census_2020_race_tract,Place (FIPS) Code,DOUBLE,YES
census_2020_race_tract,Public Use Microdata Area,BIGINT,YES
census_2020_race_tract,Region Code,BIGINT,YES
census_2020_race_tract,School District (Elementary) Code,DOUBLE,YES
census_2020_race_tract,School District (Secondary) Code,DOUBLE,YES
census_2020_race_tract,School District (Unified) Code,DOUBLE,YES
census_2020_race_tract,Some Other Race alone,BIGINT,YES
census_2020_race_tract,State (FIPS) Code,BIGINT,YES
census_2020_race_tract,State (FIPS) Name,VARCHAR,YES
census_2020_race_tract,State Legislative District (Lower Chamber) (2018) Code,DOUBLE,YES
census_2020_race_tract,State Legislative District (Upper Chamber) (2018) Code,DOUBLE,YES
census_2020_race_tract,State/US-Abbreviation (USPS),VARCHAR,YES
census_2020_race_tract,Subminor Civil Division (FIPS) Code,DOUBLE,YES
census_2020_race_tract,Total,BIGINT,YES
census_2020_race_tract,Total.1,BIGINT,YES
census_2020_race_tract,Total.2,BIGINT,YES
census_2020_race_tract,Tribal Block Group Code,DOUBLE,YES
census_2020_race_tract,Tribal Census Tract Code,DOUBLE,YES
census_2020_race_tract,Two or More Races,BIGINT,YES
census_2020_race_tract,Urban Area Code,DOUBLE,YES
census_2020_race_tract,Urban Growth Area,DOUBLE,YES
census_2020_race_tract,Urban/Rural Code,DOUBLE,YES
census_2020_race_tract,Voting District,DOUBLE,YES
census_2020_race_tract,Voting District Indicator,DOUBLE,YES
census_2020_race_tract,White alone,BIGINT,YES
census_2020_race_tract,ZIP Code Tabulation Area (5-Digit) Code,DOUBLE,YES
content_model_reference,description,VARCHAR,NO
content_model_reference,element_id,VARCHAR,NO
content_model_reference,element_name,VARCHAR,NO
job_zone_reference,education,VARCHAR,NO
job_zone_reference,examples,VARCHAR,NO
job_zone_reference,experience,VARCHAR,NO
job_zone_reference,job_training,VARCHAR,NO
job_zone_reference,job_zone,"DECIMAL(1,0)",NO
job_zone_reference,name,VARCHAR,NO
job_zone_reference,svp_range,VARCHAR,NO
job_zones,date_updated,DATE,NO
job_zones,domain_source,VARCHAR,NO
job_zones,job_zone,"DECIMAL(1,0)",NO
job_zones,onetsoc_code,VARCHAR,NO
occupation_data,description,VARCHAR,NO
occupation_data,onetsoc_code,VARCHAR,NO
occupation_data,title,VARCHAR,NO
scales_reference,maximum,"DECIMAL(3,0)",NO
scales_reference,minimum,"DECIMAL(1,0)",NO
scales_reference,scale_id,VARCHAR,NO
scales_reference,scale_name,VARCHAR,NO
skills_to_work_activities,skills_element_id,VARCHAR,NO
skills_to_work_activities,work_activities_element_id,VARCHAR,NO
skills_to_work_context,skills_element_id,VARCHAR,NO
skills_to_work_context,work_context_element_id,VARCHAR,NO
task_statements,date_updated,DATE,NO
task_statements,domain_source,VARCHAR,NO
task_statements,incumbents_responding,"DECIMAL(4,0)",YES
task_statements,onetsoc_code,VARCHAR,NO
task_statements,task,VARCHAR,NO
task_statements,task_id,"DECIMAL(8,0)",NO
task_statements,task_type,VARCHAR,YES
technology_skills,commodity_code,"DECIMAL(8,0)",NO
technology_skills,example,VARCHAR,NO
technology_skills,hot_technology,VARCHAR,NO
technology_skills,in_demand,VARCHAR,NO
technology_skills,onetsoc_code,VARCHAR,NO
tract_master,adult_inc10,DOUBLE,YES
tract_master,black_chg,VARCHAR,YES
tract_master,black_sh10,VARCHAR,YES
tract_master,black_sh20,VARCHAR,YES
tract_master,city,VARCHAR,YES
tract_master,county_fips,VARCHAR,YES
tract_master,cty_kfr25_78,DOUBLE,YES
tract_master,cty_kfr25_92,DOUBLE,YES
tract_master,cty_kfr25_chg,DOUBLE,YES
tract_master,cty_kfr25_rel,DOUBLE,YES
tract_master,cty_kfr25_se,DOUBLE,YES
tract_master,cty_kfr50_78,DOUBLE,YES
tract_master,cty_kfr50_92,DOUBLE,YES
tract_master,cty_kfr50_chg,DOUBLE,YES
tract_master,cty_kfr50_rel,DOUBLE,YES
tract_master,cty_kfr50_se,DOUBLE,YES
tract_master,cty_kfr75_78,DOUBLE,YES
tract_master,cty_kfr75_92,DOUBLE,YES
tract_master,cty_kfr75_chg,DOUBLE,YES
tract_master,cty_kfr75_rel,DOUBLE,YES
tract_master,cty_kfr75_se,DOUBLE,YES
tract_master,flag_disadv,BIGINT,YES
tract_master,flag_sel,BIGINT,YES
tract_master,flag_top100msa,BIGINT,YES
tract_master,flag_top50,BIGINT,YES
tract_master,inc10,BIGINT,YES
tract_master,inc20,BIGINT,YES
tract_master,inc_chg,BIGINT,YES
tract_master,kids20,BIGINT,YES
tract_master,kids_chg,VARCHAR,YES
tract_master,kids_sh10,VARCHAR,YES
tract_master,kids_sh20,VARCHAR,YES
tract_master,land_area_m2,DOUBLE,YES
tract_master,lat,DOUBLE,YES
tract_master,lon,DOUBLE,YES
tract_master,mob_up,DOUBLE,YES
tract_master,msa,VARCHAR,YES
tract_master,nbrhd,VARCHAR,YES
tract_master,odq1_dst_n,BIGINT,YES
tract_master,odq1_n_self,BIGINT,YES
tract_master,odq1_n_sum,BIGINT,YES
tract_master,odq1_self_sh,DOUBLE,YES
tract_master,oes13_aw_mean,BIGINT,YES
tract_master,oes13_aw_med,BIGINT,YES
tract_master,oes13_emp,BIGINT,YES
tract_master,oes13_hw_mean,DOUBLE,YES
tract_master,oes13_hw_med,DOUBLE,YES
tract_master,oes24_aw_mean,BIGINT,YES
tract_master,oes24_aw_med,BIGINT,YES
tract_master,oes24_emp,BIGINT,YES
tract_master,oes24_hw_mean,DOUBLE,YES
tract_master,oes24_hw_med,DOUBLE,YES
tract_master,oes_aw_chg,BIGINT,YES
tract_master,oes_emp_chg,BIGINT,YES
tract_master,opp_gap,DOUBLE,YES
tract_master,pop10,BIGINT,YES
tract_master,pop20,BIGINT,YES
tract_master,pop_chg,BIGINT,YES
tract_master,popden20,DOUBLE,YES
tract_master,pov10,DOUBLE,YES
tract_master,pov20,DOUBLE,YES
tract_master,pov_chg,DOUBLE,YES
tract_master,rent10,BIGINT,YES
tract_master,rent20,BIGINT,YES
tract_master,rent_chg,BIGINT,YES
tract_master,sc_cost_mean,DOUBLE,YES
tract_master,sc_earn10_mean,DOUBLE,YES
tract_master,sc_earn6_mean,DOUBLE,YES
tract_master,sc_inst_n,BIGINT,YES
tract_master,sc_np_priv_mean,DOUBLE,YES
tract_master,sc_np_pub_mean,DOUBLE,YES
tract_master,sc_tuin_mean,DOUBLE,YES
tract_master,sc_tuout_mean,DOUBLE,YES
tract_master,sc_ugds_mean,DOUBLE,YES
tract_master,sc_ugds_sum,BIGINT,YES
tract_master,state_abbr,VARCHAR,YES
tract_master,stud_sh20,VARCHAR,YES
tract_master,tract10,VARCHAR,YES
tract_master,tract20,VARCHAR,YES
tract_master,white_chg,VARCHAR,YES
tract_master,white_sh10,VARCHAR,YES
tract_master,white_sh20,VARCHAR,YES
tract_master_enriched,adult_inc10,DOUBLE,YES
tract_master_enriched,asian_alone_2020,BIGINT,YES
tract_master_enriched,black_alone_2020,BIGINT,YES
tract_master_enriched,black_sh20_1,DOUBLE,YES
tract_master_enriched,city,VARCHAR,YES
tract_master_enriched,college_enrolled_2020,BIGINT,YES
tract_master_enriched,county_fips,VARCHAR,YES
tract_master_enriched,cty_kfr25_78,DOUBLE,YES
tract_master_enriched,cty_kfr25_92,DOUBLE,YES
tract_master_enriched,cty_kfr25_chg,DOUBLE,YES
tract_master_enriched,cty_kfr25_rel,DOUBLE,YES
tract_master_enriched,cty_kfr25_se,DOUBLE,YES
tract_master_enriched,cty_kfr50_78,DOUBLE,YES
tract_master_enriched,cty_kfr50_92,DOUBLE,YES
tract_master_enriched,cty_kfr50_chg,DOUBLE,YES
tract_master_enriched,cty_kfr50_rel,DOUBLE,YES
tract_master_enriched,cty_kfr50_se,DOUBLE,YES
tract_master_enriched,cty_kfr75_78,DOUBLE,YES
tract_master_enriched,cty_kfr75_92,DOUBLE,YES
tract_master_enriched,cty_kfr75_chg,DOUBLE,YES
tract_master_enriched,cty_kfr75_rel,DOUBLE,YES
tract_master_enriched,cty_kfr75_se,DOUBLE,YES
tract_master_enriched,female_total_2020,BIGINT,YES
tract_master_enriched,flag_disadv,BIGINT,YES
tract_master_enriched,flag_sel,BIGINT,YES
tract_master_enriched,flag_top100msa,BIGINT,YES
tract_master_enriched,flag_top50,BIGINT,YES
tract_master_enriched,grad_enrolled_2020,BIGINT,YES
tract_master_enriched,inc10,BIGINT,YES
tract_master_enriched,inc20,BIGINT,YES
tract_master_enriched,inc_chg,BIGINT,YES
tract_master_enriched,kids20,BIGINT,YES
tract_master_enriched,kids_sh20_1,DOUBLE,YES
tract_master_enriched,land_area_m2,DOUBLE,YES
tract_master_enriched,lat,DOUBLE,YES
tract_master_enriched,lon,DOUBLE,YES
tract_master_enriched,male_total_2020,BIGINT,YES
tract_master_enriched,mob_up,DOUBLE,YES
tract_master_enriched,msa,VARCHAR,YES
tract_master_enriched,nbrhd,VARCHAR,YES
tract_master_enriched,not_enrolled_2020,BIGINT,YES
tract_master_enriched,odq1_dst_n,BIGINT,YES
tract_master_enriched,odq1_n_self,BIGINT,YES
tract_master_enriched,odq1_n_sum,BIGINT,YES
tract_master_enriched,odq1_self_sh,DOUBLE,YES
tract_master_enriched,oes13_aw_mean,BIGINT,YES
tract_master_enriched,oes13_aw_med,BIGINT,YES
tract_master_enriched,oes13_emp,BIGINT,YES
tract_master_enriched,oes13_hw_mean,DOUBLE,YES
tract_master_enriched,oes13_hw_med,DOUBLE,YES
tract_master_enriched,oes24_aw_mean,BIGINT,YES
tract_master_enriched,oes24_aw_med,BIGINT,YES
tract_master_enriched,oes24_emp,BIGINT,YES
tract_master_enriched,oes24_hw_mean,DOUBLE,YES
tract_master_enriched,oes24_hw_med,DOUBLE,YES
tract_master_enriched,oes_aw_chg,BIGINT,YES
tract_master_enriched,oes_emp_chg,BIGINT,YES
tract_master_enriched,opp_gap,DOUBLE,YES
tract_master_enriched,other_race_2020,BIGINT,YES
tract_master_enriched,pop10,BIGINT,YES
tract_master_enriched,pop20,BIGINT,YES
tract_master_enriched,pop_chg,BIGINT,YES
tract_master_enriched,popden20,DOUBLE,YES
tract_master_enriched,pov10,DOUBLE,YES
tract_master_enriched,pov20,DOUBLE,YES
tract_master_enriched,pov_chg,DOUBLE,YES
tract_master_enriched,rent10,BIGINT,YES
tract_master_enriched,rent20,BIGINT,YES
tract_master_enriched,rent_chg,BIGINT,YES
tract_master_enriched,sc_cost_mean,DOUBLE,YES
tract_master_enriched,sc_earn10_mean,DOUBLE,YES
tract_master_enriched,sc_earn6_mean,DOUBLE,YES
tract_master_enriched,sc_inst_n,BIGINT,YES
tract_master_enriched,sc_np_priv_mean,DOUBLE,YES
tract_master_enriched,sc_np_pub_mean,DOUBLE,YES
tract_master_enriched,sc_tuin_mean,DOUBLE,YES
tract_master_enriched,sc_tuout_mean,DOUBLE,YES
tract_master_enriched,sc_ugds_mean,DOUBLE,YES
tract_master_enriched,sc_ugds_sum,BIGINT,YES
tract_master_enriched,state_abbr,VARCHAR,YES
tract_master_enriched,stud_sh20_1,DOUBLE,YES
tract_master_enriched,total_pop_2020,BIGINT,YES
tract_master_enriched,tract10,VARCHAR,YES
tract_master_enriched,tract20,VARCHAR,YES
tract_master_enriched,two_or_more_2020,BIGINT,YES
tract_master_enriched,white_alone_2020,BIGINT,YES
tract_master_enriched,white_sh20_1,DOUBLE,YES
unspsc_reference,class_code,"DECIMAL(8,0)",NO
unspsc_reference,class_title,VARCHAR,NO
unspsc_reference,commodity_code,"DECIMAL(8,0)",NO
unspsc_reference,commodity_title,VARCHAR,NO
unspsc_reference,family_code,"DECIMAL(8,0)",NO
unspsc_reference,family_title,VARCHAR,NO
unspsc_reference,segment_code,"DECIMAL(8,0)",NO
unspsc_reference,segment_title,VARCHAR,NO
work_activities,data_value,"DECIMAL(5,2)",NO
work_activities,date_updated,DATE,NO
work_activities,domain_source,VARCHAR,NO
work_activities,element_id,VARCHAR,NO
work_activities,lower_ci_bound,"DECIMAL(7,4)",YES
work_activities,n,"DECIMAL(4,0)",YES
work_activities,not_relevant,VARCHAR,YES
work_activities,onetsoc_code,VARCHAR,NO
work_activities,recommend_suppress,VARCHAR,YES
work_activities,scale_id,VARCHAR,NO
work_activities,standard_error,"DECIMAL(7,4)",YES
work_activities,upper_ci_bound,"DECIMAL(7,4)",YES
work_context,category,"DECIMAL(3,0)",YES
work_context,data_value,"DECIMAL(5,2)",NO
work_context,date_updated,DATE,NO
work_context,domain_source,VARCHAR,NO
work_context,element_id,VARCHAR,NO
work_context,lower_ci_bound,"DECIMAL(7,4)",YES
work_context,n,"DECIMAL(4,0)",YES
work_context,not_relevant,VARCHAR,YES
work_context,onetsoc_code,VARCHAR,NO
work_context,recommend_suppress,VARCHAR,YES
work_context,scale_id,VARCHAR,NO
work_context,standard_error,"DECIMAL(7,4)",YES
work_context,upper_ci_bound,"DECIMAL(7,4)",YES
work_context_categories,category,"DECIMAL(3,0)",NO
work_context_categories,category_description,VARCHAR,NO
work_context_categories,element_id,VARCHAR,NO
work_context_categories,scale_id,VARCHAR,NO
